,Price
2013-03-19,140.92
2013-03-20,140.71
2013-03-21,140.8
2013-03-22,140.9
2013-03-23,140.8
2013-03-24,140.8
2013-03-25,140.7
2013-03-26,140.5
2013-03-27,140.04
2013-03-28,139.87
2013-03-29,138.285
2013-03-30,138.285
2013-03-31,138.285
2013-04-01,136.7
2013-04-02,136.59
2013-04-03,136.8
2013-04-04,137.2
2013-04-05,136.54
2013-04-06,137.03
2013-04-07,137.03
2013-04-08,137.52
2013-04-09,138.23
2013-04-10,138.68
2013-04-11,139.0
2013-04-12,138.96
2013-04-13,138.72
2013-04-14,138.72
2013-04-15,138.48
2013-04-16,138.36
2013-04-17,138.07
2013-04-18,138.25
2013-04-19,138.28
2013-04-20,138.215
2013-04-21,138.215
2013-04-22,138.15
2013-04-23,138.15
2013-04-24,138.01
2013-04-25,137.89
2013-04-26,137.89
2013-04-27,137.845
2013-04-28,137.845
2013-04-29,137.8
2013-04-30,137.44
2013-05-01,129.0
2013-05-02,126.15
2013-05-03,127.46
2013-05-04,127.47999999999999
2013-05-05,127.47999999999999
2013-05-06,127.5
2013-05-07,130.59
2013-05-08,130.97
2013-05-09,130.18
2013-05-10,129.78
2013-05-11,129.78
2013-05-12,129.78
2013-05-13,129.38
2013-05-14,128.6
2013-05-15,127.93
2013-05-16,127.8
2013-05-17,127.47
2013-05-18,127.38499999999999
2013-05-19,127.38499999999999
2013-05-20,127.3
2013-05-21,127.34
2013-05-22,127.08
2013-05-23,126.71
2013-05-24,126.73
2013-05-25,126.61500000000001
2013-05-26,126.61500000000001
2013-05-27,126.61500000000001
2013-05-28,126.5
2013-05-29,125.31
2013-05-30,124.66
2013-05-31,120.955
2013-06-01,120.955
2013-06-02,120.955
2013-06-03,117.25
2013-06-04,118.33
2013-06-05,114.5
2013-06-06,111.25
2013-06-07,111.83
2013-06-08,112.03999999999999
2013-06-09,112.03999999999999
2013-06-10,112.25
2013-06-11,112.58
2013-06-12,112.54
2013-06-13,112.33
2013-06-14,114.67
2013-06-15,115.17
2013-06-16,115.17
2013-06-17,115.67
2013-06-18,116.08
2013-06-19,116.58
2013-06-20,115.17
2013-06-21,115.17
2013-06-22,115.08500000000001
2013-06-23,115.08500000000001
2013-06-24,115.0
2013-06-25,114.83
2013-06-26,114.67
2013-06-27,114.75
2013-06-28,115.75
2013-06-29,115.75
2013-06-30,115.75
2013-07-01,116.75
2013-07-02,119.33
2013-07-03,120.17
2013-07-04,120.545
2013-07-05,120.92
2013-07-06,120.58
2013-07-07,120.58
2013-07-08,120.24
2013-07-09,120.82
2013-07-10,121.26
2013-07-11,121.75
2013-07-12,122.31
2013-07-13,122.53999999999999
2013-07-14,122.53999999999999
2013-07-15,122.77
2013-07-16,123.34
2013-07-17,123.93
2013-07-18,124.54
2013-07-19,127.47
2013-07-20,127.435
2013-07-21,127.435
2013-07-22,127.4
2013-07-23,127.52
2013-07-24,127.58
2013-07-25,127.58
2013-07-26,127.67
2013-07-27,127.61
2013-07-28,127.61
2013-07-29,127.55
2013-07-30,127.47
2013-07-31,127.43
2013-08-01,127.12
2013-08-02,128.78
2013-08-03,129.175
2013-08-04,129.175
2013-08-05,129.57
2013-08-06,131.9
2013-08-07,132.91
2013-08-08,133.6
2013-08-09,134.16
2013-08-10,135.035
2013-08-11,135.035
2013-08-12,135.91
2013-08-13,136.29
2013-08-14,135.79
2013-08-15,134.93
2013-08-16,135.85
2013-08-17,135.93
2013-08-18,135.93
2013-08-19,136.01
2013-08-20,136.26
2013-08-21,136.32
2013-08-22,136.43
2013-08-23,136.87
2013-08-24,136.89499999999998
2013-08-25,136.89499999999998
2013-08-26,136.92
2013-08-27,136.89
2013-08-28,136.94
2013-08-29,137.0
2013-08-30,137.05
2013-08-31,135.60000000000002
2013-09-01,135.60000000000002
2013-09-02,135.60000000000002
2013-09-03,134.15
2013-09-04,135.28
2013-09-05,134.08
2013-09-06,134.03
2013-09-07,134.695
2013-09-08,134.695
2013-09-09,135.36
2013-09-10,134.89
2013-09-11,135.25
2013-09-12,135.28
2013-09-13,135.08
2013-09-14,134.935
2013-09-15,134.935
2013-09-16,134.79
2013-09-17,134.67
2013-09-18,134.73
2013-09-19,134.67
2013-09-20,134.64
2013-09-21,134.595
2013-09-22,134.595
2013-09-23,134.55
2013-09-24,134.48
2013-09-25,134.45
2013-09-26,134.45
2013-09-27,134.33
2013-09-28,134.26
2013-09-29,134.26
2013-09-30,134.19
2013-10-01,127.43
2013-10-02,129.32
2013-10-03,129.53
2013-10-04,129.73
2013-10-05,129.82
2013-10-06,129.82
2013-10-07,129.91
2013-10-08,130.19
2013-10-09,130.76
2013-10-10,131.4
2013-10-11,131.94
2013-10-12,132.115
2013-10-13,132.115
2013-10-14,132.29
2013-10-15,132.55
2013-10-16,132.34
2013-10-17,132.59
2013-10-18,132.65
2013-10-19,132.67000000000002
2013-10-20,132.67000000000002
2013-10-21,132.69
2013-10-22,132.67
2013-10-23,132.6
2013-10-24,132.68
2013-10-25,132.76
2013-10-26,132.745
2013-10-27,132.745
2013-10-28,132.73
2013-10-29,132.61
2013-10-30,132.59
2013-10-31,132.57
2013-11-01,133.82
2013-11-02,134.01999999999998
2013-11-03,134.01999999999998
2013-11-04,134.22
2013-11-05,135.0
2013-11-06,135.39
2013-11-07,135.23
2013-11-08,135.25
2013-11-09,135.185
2013-11-10,135.185
2013-11-11,135.12
2013-11-12,135.81
2013-11-13,135.65
2013-11-14,135.72
2013-11-15,135.71
2013-11-16,135.765
2013-11-17,135.765
2013-11-18,135.82
2013-11-19,135.95
2013-11-20,136.1
2013-11-21,136.23
2013-11-22,136.33
2013-11-23,136.35000000000002
2013-11-24,136.35000000000002
2013-11-25,136.37
2013-11-26,136.36
2013-11-27,136.32
2013-11-28,136.24
2013-11-29,136.24
2013-11-30,136.24
2013-12-01,136.24
2013-12-02,136.16
2013-12-03,137.39
2013-12-04,138.52
2013-12-05,138.05
2013-12-06,138.1
2013-12-07,138.39999999999998
2013-12-08,138.39999999999998
2013-12-09,138.7
2013-12-10,138.41
2013-12-11,138.04
2013-12-12,137.52
2013-12-13,137.4
2013-12-14,137.44
2013-12-15,137.44
2013-12-16,137.48
2013-12-17,137.05
2013-12-18,136.97
2013-12-19,136.76
2013-12-20,136.61
2013-12-21,136.445
2013-12-22,136.445
2013-12-23,136.28
2013-12-24,136.27
2013-12-25,136.2
2013-12-26,136.13
2013-12-27,135.93
2013-12-28,135.905
2013-12-29,135.905
2013-12-30,135.88
2013-12-31,135.79
2014-01-01,134.56
2014-01-02,133.33
2014-01-03,132.71
2014-01-04,132.445
2014-01-05,132.445
2014-01-06,132.18
2014-01-07,132.02
2014-01-08,131.93
2014-01-09,130.91
2014-01-10,130.82
2014-01-11,130.725
2014-01-12,130.725
2014-01-13,130.63
2014-01-14,131.01
2014-01-15,130.89
2014-01-16,130.38
2014-01-17,129.73
2014-01-18,129.45499999999998
2014-01-19,129.45499999999998
2014-01-20,129.45499999999998
2014-01-21,129.18
2014-01-22,129.23
2014-01-23,129.16
2014-01-24,128.98
2014-01-25,128.89499999999998
2014-01-26,128.89499999999998
2014-01-27,128.81
2014-01-28,128.55
2014-01-29,128.46
2014-01-30,128.12
2014-01-31,122.63
2014-02-01,122.57
2014-02-02,122.57
2014-02-03,122.51
2014-02-04,122.29
2014-02-05,121.87
2014-02-06,122.03
2014-02-07,121.04
2014-02-08,120.95500000000001
2014-02-09,120.95500000000001
2014-02-10,120.87
2014-02-11,120.68
2014-02-12,121.17
2014-02-13,122.04
2014-02-14,122.39
2014-02-15,122.36
2014-02-16,122.36
2014-02-17,122.36
2014-02-18,122.33
2014-02-19,122.39
2014-02-20,122.17
2014-02-21,122.27
2014-02-22,122.04499999999999
2014-02-23,122.04499999999999
2014-02-24,121.82
2014-02-25,121.71
2014-02-26,121.6
2014-02-27,121.54
2014-02-28,121.37
2014-03-01,118.185
2014-03-02,118.185
2014-03-03,115.0
2014-03-04,114.84
2014-03-05,115.65
2014-03-06,115.52
2014-03-07,113.76
2014-03-08,111.48
2014-03-09,111.48
2014-03-10,109.2
2014-03-11,110.6
2014-03-12,110.87
2014-03-13,112.66
2014-03-14,111.43
2014-03-15,111.28
2014-03-16,111.28
2014-03-17,111.13
2014-03-18,111.57
2014-03-19,111.56
2014-03-20,111.56
