,Price
2012-09-11,8088.75
2012-09-12,8075.5
2012-09-13,8183.0
2012-09-14,8386.0
2012-09-15,8338.0
2012-09-16,8338.0
2012-09-17,8290.0
2012-09-18,8300.0
2012-09-19,8349.25
2012-09-20,8258.0
2012-09-21,8293.25
2012-09-22,8235.75
2012-09-23,8235.75
2012-09-24,8178.25
2012-09-25,8256.0
2012-09-26,8141.0
2012-09-27,8205.0
2012-09-28,8217.75
2012-09-29,8255.375
2012-09-30,8255.375
2012-10-01,8293.0
2012-10-02,8317.25
2012-10-03,8289.0
2012-10-04,8315.0
2012-10-05,8255.25
2012-10-06,8216.625
2012-10-07,8216.625
2012-10-08,8178.0
2012-10-09,8156.0
2012-10-10,8160.5
2012-10-11,8220.25
2012-10-12,8118.0
2012-10-13,8121.625
2012-10-14,8121.625
2012-10-15,8125.25
2012-10-16,8137.5
2012-10-17,8212.0
2012-10-18,8200.5
2012-10-19,7985.75
2012-10-20,7963.75
2012-10-21,7963.75
2012-10-22,7941.75
2012-10-23,7851.75
2012-10-24,7859.0
2012-10-25,7823.0
2012-10-26,7823.0
2012-10-27,7770.875
2012-10-28,7770.875
2012-10-29,7718.75
2012-10-30,7735.0
2012-10-31,7744.25
2012-11-01,7831.25
2012-11-02,7671.75
2012-11-03,7660.875
2012-11-04,7660.875
2012-11-05,7650.0
2012-11-06,7735.0
2012-11-07,7599.25
2012-11-08,7646.0
2012-11-09,7577.0
2012-11-10,7615.125
2012-11-11,7615.125
2012-11-12,7653.25
2012-11-13,7660.0
2012-11-14,7620.0
2012-11-15,7650.0
2012-11-16,7613.75
2012-11-17,7695.625
2012-11-18,7695.625
2012-11-19,7777.5
2012-11-20,7753.0
2012-11-21,7717.5
2012-11-22,7718.5
2012-11-23,7773.25
2012-11-24,7779.125
2012-11-25,7779.125
2012-11-26,7785.0
2012-11-27,7791.75
2012-11-28,7748.0
2012-11-29,7905.0
2012-11-30,7990.0
2012-12-01,8000.0
2012-12-02,8000.0
2012-12-03,8010.0
2012-12-04,8030.0
2012-12-05,8073.0
2012-12-06,7995.0
2012-12-07,8036.0
2012-12-08,8084.0
2012-12-09,8084.0
2012-12-10,8132.0
2012-12-11,8087.5
2012-12-12,8152.25
2012-12-13,8042.0
2012-12-14,8073.0
2012-12-15,8061.75
2012-12-16,8061.75
2012-12-17,8050.5
2012-12-18,8010.25
2012-12-19,7922.25
2012-12-20,7770.5
2012-12-21,7845.0
2012-12-22,7831.5
2012-12-23,7831.5
2012-12-24,7818.0
2012-12-25,7866.0
2012-12-26,7866.0
2012-12-27,7914.0
2012-12-28,7890.25
2012-12-29,7917.625
2012-12-30,7917.625
2012-12-31,7945.0
2013-01-01,8073.0
2013-01-02,8201.0
2013-01-03,8145.5
2013-01-04,8102.0
2013-01-05,8094.5
2013-01-06,8094.5
2013-01-07,8087.0
2013-01-08,8074.75
2013-01-09,8063.0
2013-01-10,8148.5
2013-01-11,8035.75
2013-01-12,8021.125
2013-01-13,8021.125
2013-01-14,8006.5
2013-01-15,7989.0
2013-01-16,7944.5
2013-01-17,8058.0
2013-01-18,8088.0
2013-01-19,8071.5
2013-01-20,8071.5
2013-01-21,8055.0
2013-01-22,8139.0
2013-01-23,8105.0
2013-01-24,8069.5
2013-01-25,8039.5
2013-01-26,8044.25
2013-01-27,8044.25
2013-01-28,8049.0
